Date,Open,High,Low,Close,Adj Close,Volume
2020-03-06,46.000000,47.133331,45.618000,46.898666,46.898666,189943500
2020-03-09,40.359333,44.200001,40.333332,40.533333,40.533333,256105500
2020-03-10,43.962002,44.533333,40.533333,43.021999,43.021999,233916000
2020-03-11,42.680000,43.571999,40.866669,42.282001,42.282001,199837500
2020-03-12,38.726002,39.633331,36.416668,37.369999,37.369999,283636500
2020-03-13,39.666668,40.504665,33.466667,36.441334,36.441334,339604500
2020-03-16,31.299999,32.991333,29.478001,29.671333,29.671333,307342500
2020-03-17,29.334000,31.456667,26.400000,28.680000,28.680000,359919000
2020-03-18,25.933332,26.990667,23.367332,24.081333,24.081333,356793000
2020-03-19,24.980000,30.133333,23.897333,28.509333,28.509333,452932500
2020-03-20,29.213333,31.799999,28.386000,28.502001,28.502001,424282500
2020-03-23,28.906668,29.466667,27.366667,28.952667,28.952667,246817500
2020-03-24,31.820000,34.245998,31.600000,33.666668,33.666668,343428000
2020-03-25,36.349998,37.133331,34.074001,35.950001,35.950001,318340500
2020-03-26,36.492668,37.333332,34.150002,35.210667,35.210667,260710500
2020-03-27,33.666668,35.053333,32.935333,34.290668,34.290668,215661000
2020-03-30,34.017334,34.443333,32.748669,33.475334,33.475334,179971500
2020-03-31,33.416668,36.197334,33.133331,34.933334,34.933334,266572500
2020-04-01,33.599998,34.263332,31.673332,32.104000,32.104000,200298000
2020-04-02,32.068668,32.950668,29.760000,30.298000,30.298000,297876000
2020-04-03,33.966667,34.366001,31.226000,32.000668,32.000668,338431500
2020-04-06,34.080002,34.733334,33.197334,34.416000,34.416000,223527000
2020-04-07,36.333332,37.666668,35.489334,36.363335,36.363335,268797000
2020-04-08,36.946667,37.147331,35.555332,36.589333,36.589333,189840000
2020-04-09,37.472668,38.345333,37.140667,38.200001,38.200001,204750000
2020-04-13,39.344002,43.466667,38.702000,43.396667,43.396667,337131000
2020-04-14,46.598000,49.458668,46.161999,47.326000,47.326000,458647500
2020-04-15,49.466667,50.208668,47.333332,48.655334,48.655334,353655000
2020-04-16,47.796001,50.630001,47.114666,49.680668,49.680668,309868500
2020-04-17,51.485332,51.663334,49.844002,50.259335,50.259335,196923000
2020-04-20,48.846668,51.037998,47.480667,49.757332,49.757332,221199000
2020-04-21,48.674667,50.222000,44.919334,45.781334,45.781334,303136500
2020-04-22,46.931999,48.933334,45.914001,48.807335,48.807335,212482500
2020-04-23,48.506668,48.933334,46.875332,47.042000,47.042000,198550500
2020-04-24,47.387333,48.715332,46.545334,48.343334,48.343334,198180000
2020-04-27,49.174000,53.299332,49.000000,53.250000,53.250000,310221000
2020-04-28,53.042667,53.666668,50.445999,51.274666,51.274666,228330000
2020-04-29,52.678001,53.546665,52.210667,53.367332,53.367332,243240000
2020-04-30,57.012669,57.987999,50.900002,52.125332,52.125332,427078500
2020-05-01,50.333332,51.518002,45.535999,46.754665,46.754665,487977000
2020-05-04,46.733334,50.799999,46.533333,50.745998,50.745998,288556500
2020-05-05,52.652668,53.261333,50.812000,51.214001,51.214001,254875500
2020-05-06,51.766666,52.653332,50.740665,52.172001,52.172001,166848000
2020-05-07,51.813999,53.093334,51.490002,52.002666,52.002666,172915500
2020-05-08,52.917999,54.933334,52.467335,54.627998,54.627998,241297500
2020-05-11,52.700668,54.933334,52.333332,54.085999,54.085999,247794000
2020-05-12,55.133331,56.219334,53.866669,53.960667,53.960667,238603500
2020-05-13,54.722000,55.066666,50.886665,52.730667,52.730667,285982500
2020-05-14,52.000000,53.557335,50.933334,53.555332,53.555332,205233000
2020-05-15,52.689999,53.669998,52.436668,53.278000,53.278000,157776000
2020-05-18,55.185333,55.647999,53.591999,54.242001,54.242001,174987000
2020-05-19,54.344666,54.804668,53.738667,53.867332,53.867332,144547500
2020-05-20,54.700001,55.066666,54.119999,54.370667,54.370667,109639500
2020-05-21,54.400002,55.500000,53.066666,55.173332,55.173332,183819000
2020-05-22,54.811333,55.452000,54.133331,54.458668,54.458668,149812500
2020-05-26,55.633331,55.639999,54.380669,54.591331,54.591331,121345500
2020-05-27,54.723999,55.180668,52.333332,54.681999,54.681999,173242500
2020-05-28,54.234001,54.983334,53.445999,53.720669,53.720669,108834000
2020-05-29,53.916668,55.666668,53.613998,55.666668,55.666668,176467500
2020-06-01,57.200001,59.933334,56.939999,59.873333,59.873333,224092500
2020-06-02,59.646667,60.577332,58.066666,58.770668,58.770668,203484000
2020-06-03,59.208000,59.862667,58.673332,58.863998,58.863998,119242500
2020-06-04,59.325333,59.716667,57.229332,57.625332,57.625332,133315500
2020-06-05,58.522667,59.101334,57.746666,59.043999,59.043999,117178500
2020-06-08,61.266666,63.333332,60.610668,63.327999,63.327999,212620500
2020-06-09,62.667332,63.629333,61.595333,62.711334,62.711334,170823000
2020-06-10,66.125336,68.498665,65.500000,68.336670,68.336670,278451000
2020-06-11,66.013336,67.930664,64.800003,64.856003,64.856003,238747500
2020-06-12,65.333336,65.865334,60.840000,62.352001,62.352001,251451000
2020-06-15,61.186001,66.589333,60.566666,66.059998,66.059998,235458000
2020-06-16,67.456665,67.525330,64.159332,65.475334,65.475334,210766500
2020-06-17,65.847336,67.000000,65.504669,66.119331,66.119331,148362000
2020-06-18,66.866669,67.946671,66.297997,66.930664,66.930664,146278500
2020-06-19,67.518669,67.731331,66.089333,66.726669,66.726669,130195500
2020-06-22,66.663330,67.258667,66.001335,66.288002,66.288002,95436000
2020-06-23,66.592003,67.466667,66.267334,66.785332,66.785332,95479500
2020-06-24,66.274002,66.725334,63.542667,64.056664,64.056664,164394000
2020-06-25,63.618000,65.732002,62.476665,65.732002,65.732002,138817500
2020-06-26,66.318665,66.333336,63.658001,63.982666,63.982666,132823500
2020-06-29,64.600670,67.333336,63.234669,67.290001,67.290001,135396000
2020-06-30,67.099998,72.512665,66.915337,71.987335,71.987335,253777500
2020-07-01,72.199997,75.688667,72.033333,74.641998,74.641998,199903500
2020-07-02,81.431999,81.866669,79.040001,80.577332,80.577332,258751500
2020-07-06,85.112663,91.852669,84.402664,91.438667,91.438667,308548500
2020-07-07,93.667336,95.300003,89.113998,92.657333,92.657333,322345500
2020-07-08,93.666664,94.484001,87.422668,91.058670,91.058670,244669500
2020-07-09,93.132668,93.903999,90.085335,92.952003,92.952003,175764000
2020-07-10,93.066666,103.261330,91.734001,102.976669,102.976669,350064000
2020-07-13,110.599998,119.666000,98.073997,99.804001,99.804001,584781000
2020-07-14,103.733330,106.000000,95.400002,101.120003,101.120003,351271500
2020-07-15,102.866669,103.333336,97.133331,103.067329,103.067329,245517000
2020-07-16,98.477333,102.113998,97.733330,100.042664,100.042664,214512000
2020-07-17,100.896667,102.500664,99.333336,100.056000,100.056000,139950000
2020-07-20,101.267334,110.000000,99.199997,109.533333,109.533333,256821000
2020-07-21,109.328667,111.666664,103.866669,104.557335,104.557335,241608000
2020-07-22,106.599998,108.428001,104.133331,106.155334,106.155334,212416500
2020-07-23,111.930000,112.599998,98.718002,100.871330,100.871330,364927500
2020-07-24,94.400665,97.666664,91.102669,94.466667,94.466667,290949000
2020-07-27,95.666664,103.195999,94.199997,102.639999,102.639999,240730500
2020-07-28,100.266670,104.313332,98.294670,98.432671,98.432671,237130500
2020-07-29,100.066666,102.320663,99.133331,99.940666,99.940666,141403500
2020-07-30,99.199997,100.882668,98.066666,99.166000,99.166000,114315000
2020-07-31,101.000000,101.136665,94.732002,95.384003,95.384003,183123000
2020-08-03,96.613335,100.653999,96.292000,99.000000,99.000000,132139500
